"ti"	"ti_anc"	"terminal_flag"	"rank_flag"	"model"	"taxon_name"	"common_name"	"rank"	"n_gi_node"	"n_gi_sub_nonmodel"	"n_gi_sub_model"	"n_clust_node"	"n_clust_sub"	"n_PIclust_sub"	"n_sp_desc"	"n_sp_model"	"n_leaf_desc"	"n_otu_desc"	"ti_genus"	"n_genera"
1035795	9394	NA	1	NA	"Mountain treeshrew"	"Mountain treeshrew"	"species"	6	6	0	NA	NA	NA	1	0	1	1	9394	0
1035796	9394	NA	1	NA	"Painted treeshrew"	"Painted treeshrew"	"species"	1	1	0	NA	NA	NA	1	0	1	1	9394	0
9394	9393	NA	1	NA	"Tupaia"	NA	"genus"	0	1119	189447	NA	NA	NA	22	1	22	23	9394	0
192726	192725	NA	1	NA	"Urogale everetti"	NA	"species"	37	37	0	NA	NA	NA	1	0	1	1	192725	0
192725	9393	NA	1	NA	"Urogale"	NA	"genus"	0	37	0	NA	NA	NA	1	0	1	2	192725	0
246553	246552	NA	1	NA	"Bornean smooth-tailed tree shrew"	"Bornean smooth-tailed tree shrew"	"species"	5	5	0	NA	NA	NA	1	0	1	1	246552	0
284669	246552	NA	1	NA	"Dendrogale murina"	"Northern smooth-tailed tree shrew"	"species"	12	12	0	NA	NA	NA	1	0	1	1	246552	0
246552	9393	NA	1	NA	"Dendrogale"	NA	"genus"	0	17	0	NA	NA	NA	2	0	2	3	246552	0
320338	320337	NA	1	NA	"Ptilocercus lowii"	"pen-tailed tree shrew"	"species"	42	42	0	NA	NA	NA	1	0	1	1	320337	0
320337	9393	NA	1	NA	"Ptilocercus"	NA	"genus"	0	42	0	NA	NA	NA	1	0	1	2	320337	0
320340	320339	NA	1	NA	"Anathana ellioti"	"Madras tree shrew"	"species"	2	2	0	NA	NA	NA	1	0	1	1	320339	0
320339	9393	NA	1	NA	"Anathana"	NA	"genus"	0	2	0	NA	NA	NA	1	0	1	2	320339	0
1002721	1002720	NA	1	NA	"Tupaiidae sp. AVB-2011"	NA	"species"	2	2	0	NA	NA	NA	1	0	1	1	9393	0
1002720	9393	NA	0	NA	"unclassified Tupaiidae"	NA	"no rank"	0	2	0	NA	NA	NA	1	0	1	2	NA	0
9393	9392	NA	1	NA	"Tupaiidae"	"tree shrews"	"family"	0	1219	189447	NA	NA	NA	28	1	28	35	NA	5
9392	314146	NA	1	NA	"Scandentia"	"tree shrews"	"order"	0	1219	189447	NA	NA	NA	28	1	28	36	NA	5
9375	9374	NA	1	NA	"European mole"	"European mole"	"species"	560	560	0	NA	NA	NA	1	0	1	1	9374	0
50954	9374	NA	1	NA	"Iberian mole"	"Iberian mole"	"species"	83	83	0	NA	NA	NA	1	0	1	1	9374	0
52886	9374	NA	1	NA	"Roman mole"	"Roman mole"	"species"	133	133	0	NA	NA	NA	1	0	1	1	9374	0
109473	9374	NA	1	NA	"Mediterranean mole"	"Mediterranean mole"	"species"	28	28	0	NA	NA	NA	1	0	1	1	9374	0
114409	9374	NA	1	NA	"Asioscalops altaica"	"Siberian mole"	"species"	73	73	0	NA	NA	NA	1	0	1	1	9374	0
678617	9374	NA	1	NA	"Balkan mole"	"Balkan mole"	"species"	41	41	0	NA	NA	NA	1	0	1	1	9374	0
1607956	700934	NA	1	NA	"Talpa levantis minima"	NA	"subspecies"	3	3	0	NA	NA	NA	0	0	1	1	9374	0
700934	9374	NA	1	NA	"Levant mole"	"Levant mole"	"species"	53	53	0	NA	NA	NA	1	0	1	2	9374	0
1607957	700935	NA	1	NA	"Talpa caucasica ognevi"	NA	"subspecies"	5	5	0	NA	NA	NA	0	0	1	1	9374	0
700935	9374	NA	1	NA	"Caucasian mole"	"Caucasian mole"	"species"	47	47	0	NA	NA	NA	1	0	1	2	9374	0
1607694	9374	NA	1	NA	"Talpa sp. AB-2015"	NA	"species"	11	11	0	NA	NA	NA	1	0	1	1	9374	0
1607695	9374	NA	1	NA	"Pere David's mole"	"Pere David's mole"	"species"	26	26	0	NA	NA	NA	1	0	1	1	9374	0
9374	9373	NA	1	NA	"Talpa"	NA	"genus"	0	1055	0	NA	NA	NA	10	0	10	13	9374	0
62295	62294	NA	1	NA	"Japanese mole"	"Japanese mole"	"species"	215	215	0	NA	NA	NA	1	0	1	1	62294	0
111428	62294	NA	1	NA	"Mogera robusta"	"large mole"	"species"	42	42	0	NA	NA	NA	1	0	1	1	62294	0
1340034	114413	NA	1	NA	"Mogera insularis latouchei"	NA	"subspecies"	54	54	0	NA	NA	NA	0	0	1	1	62294	0
114413	62294	NA	1	NA	"Mogera insularis"	"insular mole"	"species"	44	44	0	NA	NA	NA	1	0	1	2	62294	0
114414	62294	NA	1	NA	"Mogera tokudae"	"Tokuda's mole"	"species"	11	11	0	NA	NA	NA	1	0	1	1	62294	0
114415	62294	NA	1	NA	"Mogera imaizumii"	NA	"species"	104	104	0	NA	NA	NA	1	0	1	1	62294	0
468912	62294	NA	1	NA	"Mogera kanoana"	NA	"species"	27	27	0	NA	NA	NA	1	0	1	1	62294	0
1752044	62294	NA	1	NA	"Mogera sp. FH-2015"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	62294	0
62294	9373	NA	1	NA	"Mogera"	NA	"genus"	0	444	0	NA	NA	NA	7	0	7	9	62294	0
71119	71118	NA	1	NA	"Scalopus aquaticus"	"eastern mole"	"species"	68	68	0	NA	NA	NA	1	0	1	1	71118	0
71118	9373	NA	1	NA	"Scalopus"	NA	"genus"	0	68	0	NA	NA	NA	1	0	1	2	71118	0
94437	94436	NA	1	NA	"Brewer's mole"	"Brewer's mole"	"species"	33	33	0	NA	NA	NA	1	0	1	1	94436	0
94436	9373	NA	1	NA	"Parascalops"	NA	"genus"	0	33	0	NA	NA	NA	1	0	1	2	94436	0
106106	106105	NA	1	NA	"Japanese shrew mole"	"Japanese shrew mole"	"species"	80	80	0	NA	NA	NA	1	0	1	1	106105	0
106105	9373	NA	1	NA	"Urotrichus"	NA	"genus"	0	80	0	NA	NA	NA	1	0	1	2	106105	0
114411	114410	NA	1	NA	"Euroscaptor mizura"	"Japanese mountain mole"	"species"	47	47	0	NA	NA	NA	1	0	1	1	114410	0
286131	114410	NA	1	NA	"Euroscaptor micrura"	"Himalayan Mole"	"species"	1	1	0	NA	NA	NA	1	0	1	1	114410	0
481574	114410	NA	1	NA	"Euroscaptor longirostris"	"long-nosed mole"	"species"	103	103	0	NA	NA	NA	1	0	1	1	114410	0
533184	114410	NA	1	NA	"Euroscaptor malayana"	NA	"species"	22	22	0	NA	NA	NA	1	0	1	1	114410	0
1340036	114410	NA	1	NA	"Euroscaptor parvidens"	"small-toothed mole"	"species"	95	95	0	NA	NA	NA	1	0	1	1	114410	0
1340169	114410	NA	1	NA	"Euroscaptor klossi"	"Koss's mole"	"species"	6	6	0	NA	NA	NA	1	0	1	1	114410	0
1581555	114410	NA	1	NA	"Euroscaptor subanura"	NA	"species"	112	112	0	NA	NA	NA	1	0	1	1	114410	0
1748406	114410	NA	1	NA	"Euroscaptor sp. AB-2015"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	114410	0
1955400	114410	NA	1	NA	"Euroscaptor kuznetsovi"	NA	"species"	11	11	0	NA	NA	NA	1	0	1	1	114410	0
1955401	114410	NA	1	NA	"Euroscaptor orlovi"	NA	"species"	2	2	0	NA	NA	NA	1	0	1	1	114410	0
114410	9373	NA	1	NA	"Euroscaptor"	NA	"genus"	0	400	0	NA	NA	NA	10	0	10	11	114410	0
143302	143301	NA	1	NA	"Condylura cristata"	"star-nosed mole"	"species"	90093	0	90093	NA	NA	NA	1	1	1	1	143301	0
143301	9373	NA	1	NA	"Condylura"	NA	"genus"	0	0	90093	NA	NA	NA	1	1	1	2	143301	0
176849	176848	NA	1	NA	"Uropsilus sp."	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	176848	0
182668	176848	NA	1	NA	"Uropsilus andersoni"	NA	"species"	3	3	0	NA	NA	NA	1	0	1	1	176848	0
182669	176848	NA	1	NA	"Uropsilus gracilis"	"gracile shrew mole"	"species"	63	63	0	NA	NA	NA	1	0	1	1	176848	0
182670	176848	NA	1	NA	"Uropsilus investigator"	NA	"species"	71	71	0	NA	NA	NA	1	0	1	1	176848	0
182671	176848	NA	1	NA	"Uropsilus soricipes"	NA	"species"	140	140	0	NA	NA	NA	1	0	1	1	176848	0
202263	176848	NA	1	NA	"Uropsilus sp. CCJD_2002"	NA	"species"	4	4	0	NA	NA	NA	1	0	1	1	176848	0
389268	176848	NA	1	NA	"Uropsilus sp. SSD-2006"	NA	"species"	7	7	0	NA	NA	NA	1	0	1	1	176848	0
1171130	176848	NA	1	NA	"Uropsilus aequodonenia"	NA	"species"	2	2	0	NA	NA	NA	1	0	1	1	176848	0
1365247	176848	NA	1	NA	"Uropsilus sp. 1 FT-2013"	NA	"species"	2	2	0	NA	NA	NA	1	0	1	1	176848	0
1415658	176848	NA	1	NA	"Uropsilus atronates"	NA	"species"	110	110	0	NA	NA	NA	1	0	1	1	176848	0
1415659	176848	NA	1	NA	"Uropsilus nivatus"	NA	"species"	180	180	0	NA	NA	NA	1	0	1	1	176848	0
1415660	176848	NA	1	NA	"Uropsilus sp. 1 TW-2013"	NA	"species"	40	40	0	NA	NA	NA	1	0	1	1	176848	0
1415661	176848	NA	1	NA	"Uropsilus sp. 2 TW-2013"	NA	"species"	50	50	0	NA	NA	NA	1	0	1	1	176848	0
1415662	176848	NA	1	NA	"Uropsilus sp. 3 TW-2013"	NA	"species"	50	50	0	NA	NA	NA	1	0	1	1	176848	0
1536768	176848	NA	1	NA	"Uropsilus sp. 1 FT-2014"	NA	"species"	2	2	0	NA	NA	NA	1	0	1	1	176848	0
1605932	176848	NA	1	NA	"Uropsilus sp. 4 FT-2015"	NA	"species"	2	2	0	NA	NA	NA	1	0	1	1	176848	0
1646110	176848	NA	1	NA	"Uropsilus sp. 5 FT-2015"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	176848	0
1917492	176848	NA	1	NA	"Uropsilus sp. 1 KH-2016"	NA	"species"	10	10	0	NA	NA	NA	1	0	1	1	176848	0
176848	9373	NA	1	NA	"Uropsilus"	NA	"genus"	0	738	0	NA	NA	NA	18	0	18	19	176848	0
182673	182672	NA	1	NA	"Scapanus latimanus"	NA	"species"	27	27	0	NA	NA	NA	1	0	1	1	182672	0
182674	182672	NA	1	NA	"Scapanus orarius"	NA	"species"	105	105	0	NA	NA	NA	1	0	1	1	182672	0
182675	182672	NA	1	NA	"Scapanus townsendi"	NA	"species"	93	93	0	NA	NA	NA	1	0	1	1	182672	0
182672	9373	NA	1	NA	"Scapanus"	NA	"genus"	0	225	0	NA	NA	NA	3	0	3	4	182672	0
182677	182676	NA	1	NA	"Neurotrichus gibbsii"	NA	"species"	79	79	0	NA	NA	NA	1	0	1	1	182676	0
182676	9373	NA	1	NA	"Neurotrichus"	NA	"genus"	0	79	0	NA	NA	NA	1	0	1	2	182676	0
182680	182679	NA	1	NA	"Dymecodon pilirostris"	NA	"species"	25	25	0	NA	NA	NA	1	0	1	1	182679	0
182679	9373	NA	1	NA	"Dymecodon"	NA	"genus"	0	25	0	NA	NA	NA	1	0	1	2	182679	0
182682	182681	NA	1	NA	"Desmana moschata"	NA	"species"	34	34	0	NA	NA	NA	1	0	1	1	182681	0
182681	9373	NA	1	NA	"Desmana"	NA	"genus"	0	34	0	NA	NA	NA	1	0	1	2	182681	0
202257	202256	NA	1	NA	"Galemys pyrenaicus"	NA	"species"	535	535	0	NA	NA	NA	1	0	1	1	202256	0
202256	9373	NA	1	NA	"Galemys"	NA	"genus"	0	535	0	NA	NA	NA	1	0	1	2	202256	0
224955	224954	NA	1	NA	"Scaptonyx fusicaudus"	"long-tailed mole"	"species"	89	89	0	NA	NA	NA	1	0	1	1	224954	0
224954	9373	NA	1	NA	"Scaptonyx"	NA	"genus"	0	89	0	NA	NA	NA	1	0	1	2	224954	0
446353	446352	NA	1	NA	"Scaptochirus moschatus"	"short-faced mole"	"species"	24	24	0	NA	NA	NA	1	0	1	1	446352	0
446352	9373	NA	1	NA	"Scaptochirus"	NA	"genus"	0	24	0	NA	NA	NA	1	0	1	2	446352	0
1300117	1300116	NA	1	NA	"Gansu mole"	"Gansu mole"	"species"	100	100	0	NA	NA	NA	1	0	1	1	1300116	0
1300116	9373	NA	1	NA	"Scapanulus"	NA	"genus"	0	100	0	NA	NA	NA	1	0	1	2	1300116	0
1300119	1300118	NA	1	NA	"Parascaptor leucura"	"white-tailed mole"	"species"	108	108	0	NA	NA	NA	1	0	1	1	1300118	0
1917522	1300118	NA	1	NA	"Parascaptor sp. KH-2016"	NA	"species"	21	21	0	NA	NA	NA	1	0	1	1	1300118	0
1300118	9373	NA	1	NA	"Parascaptor"	NA	"genus"	0	129	0	NA	NA	NA	2	0	2	3	1300118	0
9373	9362	NA	1	NA	"Talpidae"	"moles, shrew-moles, and desmans"	"family"	0	4058	90093	NA	NA	NA	61	1	61	82	NA	17
9275	9274	NA	1	NA	"Tasmanian tiger"	"Tasmanian tiger"	"species"	31	31	0	NA	NA	NA	1	0	1	1	9274	0
9274	9273	NA	1	NA	"Thylacinus"	NA	"genus"	0	31	0	NA	NA	NA	1	0	1	2	9274	0
9273	38608	NA	1	NA	"Thylacinidae"	NA	"family"	0	31	0	NA	NA	NA	1	0	1	3	NA	1
9279	9278	NA	1	NA	"Dasyurid viverrinus"	"eastern quoll"	"species"	39	39	0	NA	NA	NA	1	0	1	1	9278	0
9280	9278	NA	1	NA	"Dasyurus hallucatus"	"northern quoll"	"species"	133	133	0	NA	NA	NA	1	0	1	1	9278	0
9281	9278	NA	1	NA	"Dasyurus maculatus"	"spotted-tailed quoll"	"species"	62	62	0	NA	NA	NA	1	0	1	1	9278	0
32545	9278	NA	1	NA	"Dasyurus albopunctatus"	"New Guinean quoll"	"species"	40	40	0	NA	NA	NA	1	0	1	1	9278	0
32546	9278	NA	1	NA	"Dasyurus spartacus"	"bronze quoll"	"species"	8	8	0	NA	NA	NA	1	0	1	1	9278	0
63143	9278	NA	1	NA	"Dasyurus geoffroii"	"western quoll"	"species"	194	194	0	NA	NA	NA	1	0	1	1	9278	0
92051	9278	NA	1	NA	"Dasyurus viverrinus/maculatus mixed DNA library"	NA	"species"	6	6	0	NA	NA	NA	1	0	1	1	9278	0
9278	9277	NA	1	NA	"Dasyurus"	"marsupial cats"	"genus"	0	482	0	NA	NA	NA	7	0	7	8	9278	0
9283	9282	NA	1	NA	"Antechinus stuartii"	"brown antechinus"	"species"	48	48	0	NA	NA	NA	1	0	1	1	9282	0
9284	9282	NA	1	NA	"Antechinus swainsonii"	"dusky antechinus"	"species"	14	14	0	NA	NA	NA	1	0	1	1	9282	0
38774	9282	NA	1	NA	"Antechinus naso"	"long-nosed antechinus"	"species"	3	3	0	NA	NA	NA	1	0	1	1	9282	0
38775	9282	NA	1	NA	"Antechinus flavipes"	"yellow-footed antechinus"	"species"	80	80	0	NA	NA	NA	1	0	1	1	9282	0
65606	9282	NA	1	NA	"Antechinus leo"	"cinnamon antechinus"	"species"	8	8	0	NA	NA	NA	1	0	1	1	9282	0
71384	9282	NA	1	NA	"Antechinus bellus"	"fawn antechinus"	"species"	8	8	0	NA	NA	NA	1	0	1	1	9282	0
71385	9282	NA	1	NA	"Antechinus godmani"	"Atherton antechinus"	"species"	9	9	0	NA	NA	NA	1	0	1	1	9282	0
71386	9282	NA	1	NA	"Antechinus minimus"	"swamp antechinus"	"species"	13	13	0	NA	NA	NA	1	0	1	1	9282	0
71387	9282	NA	1	NA	"Antechinus sp."	NA	"species"	4	4	0	NA	NA	NA	1	0	1	1	9282	0
400481	9282	NA	1	NA	"Agile antechinus"	"Agile antechinus"	"species"	21	21	0	NA	NA	NA	1	0	1	1	9282	0
9282	9277	NA	1	NA	"Antechinus"	"broad-footed marsupial mice"	"genus"	0	208	0	NA	NA	NA	10	0	10	11	9282	0
33560	9286	NA	1	NA	"Dasykaluta rosamondae"	"little red kaluta"	"species"	35	35	0	NA	NA	NA	1	0	1	1	9286	0
9286	9277	NA	1	NA	"Dasykaluta"	NA	"genus"	0	35	0	NA	NA	NA	1	0	1	2	9286	0
1395887	37736	NA	1	NA	"Murexia aspera"	NA	"subspecies"	1	1	0	NA	NA	NA	0	0	1	1	9288	0
37736	9288	NA	1	NA	"Murexia longicaudata"	"short-furred dasyure"	"species"	39	39	0	NA	NA	NA	1	0	1	2	9288	0
9288	9277	NA	1	NA	"Murexia"	"short-haired marsupial mice"	"genus"	0	39	0	NA	NA	NA	1	0	1	3	9288	0
9291	9290	NA	1	NA	"Parantechinus apicalis"	"southern dibbler"	"species"	69	69	0	NA	NA	NA	1	0	1	1	9290	0
9290	9277	NA	1	NA	"Parantechinus"	NA	"genus"	0	69	0	NA	NA	NA	1	0	1	2	9290	0
9293	9292	NA	1	NA	"Phascogale tapoatafa"	"brush-tailed phascogale"	"species"	106	106	0	NA	NA	NA	1	0	1	1	9292	0
38776	9292	NA	1	NA	"Phascogale calura"	"red-tailed phascogale"	"species"	28	28	0	NA	NA	NA	1	0	1	1	9292	0
1775600	9292	NA	1	NA	"Phascogale pirata"	NA	"species"	2	2	0	NA	NA	NA	1	0	1	1	9292	0
9292	9277	NA	1	NA	"Phascogale"	"brush-tailed marsupial mice"	"genus"	0	136	0	NA	NA	NA	3	0	3	4	9292	0
9295	9294	NA	1	NA	"Phascolosorex dorsalis"	"narrow-striped marsupial shrew"	"species"	42	42	0	NA	NA	NA	1	0	1	1	9294	0
273761	9294	NA	1	NA	"Phascolosorex doriae"	"red-bellied marsupial shrew"	"species"	2	2	0	NA	NA	NA	1	0	1	1	9294	0
9294	9277	NA	1	NA	"Phascolosorex"	NA	"genus"	0	44	0	NA	NA	NA	2	0	2	3	9294	0
34893	9297	NA	1	NA	"Planigale maculata sinualis"	"common planigale"	"subspecies"	2	2	0	NA	NA	NA	0	0	1	1	9296	0
60870	9297	NA	1	NA	"Planigale maculata maculata"	NA	"subspecies"	2	2	0	NA	NA	NA	0	0	1	1	9296	0
9297	9296	NA	1	NA	"Planigale maculata"	"pygmy planigale"	"species"	69	69	0	NA	NA	NA	1	0	2	3	9296	0
32556	9296	NA	1	NA	"Paucident planigale"	"Paucident planigale"	"species"	34	34	0	NA	NA	NA	1	0	1	1	9296	0
32557	9296	NA	1	NA	"Planigale tenuirostris"	"flat-skulled marsupial mouse"	"species"	22	22	0	NA	NA	NA	1	0	1	1	9296	0
34894	9296	NA	1	NA	"Planigale sp."	NA	"species"	6	6	0	NA	NA	NA	1	0	1	1	9296	0
34895	9296	NA	1	NA	"Planigale ingrami"	NA	"species"	38	38	0	NA	NA	NA	1	0	1	1	9296	0
34897	9296	NA	1	NA	"New Guinean planigale"	"New Guinean planigale"	"species"	8	8	0	NA	NA	NA	1	0	1	1	9296	0
64008	9296	NA	1	NA	"Planigale sp. 1"	NA	"species"	10	10	0	NA	NA	NA	1	0	1	1	9296	0
154955	9296	NA	1	NA	"Planigale sp. WAM_M47329"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	9296	0
232336	9296	NA	1	NA	"Planigale sp. HHAM-2003"	NA	"species"	3	3	0	NA	NA	NA	1	0	1	1	9296	0
717634	9296	NA	1	NA	"Planigale sp. AJ-2010"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	9296	0
1985241	9296	NA	1	NA	"Planigale sp. WAM26905"	NA	"species"	4	4	0	NA	NA	NA	1	0	1	1	9296	0
1985242	9296	NA	1	NA	"Planigale sp. WAM47329"	NA	"species"	5	5	0	NA	NA	NA	1	0	1	1	9296	0
1985243	9296	NA	1	NA	"Planigale sp. PLANIMW996"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	9296	0
1985244	9296	NA	1	NA	"Planigale sp. PLANMW1189"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	9296	0
1985245	9296	NA	1	NA	"Planigale sp. PLANIGP279"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	9296	0
1985246	9296	NA	1	NA	"Planigale sp. WAM28097"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	9296	0
1985247	9296	NA	1	NA	"Planigale sp. PLANIMWBIS"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	9296	0
1985248	9296	NA	1	NA	"Planigale sp. WAMM43137"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	9296	0
1985249	9296	NA	1	NA	"Planigale sp. PLANMW1190"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	9296	0
9296	9277	NA	1	NA	"Planigale"	NA	"genus"	0	208	0	NA	NA	NA	19	0	20	22	9296	0
9299	9298	NA	1	NA	"Pseudantechinus macdonnellensis"	"fat-tailed pseudantechinus"	"species"	39	39	0	NA	NA	NA	1	0	1	1	9298	0
32558	9298	NA	1	NA	"Ningbing pseudantechinus"	"Ningbing pseudantechinus"	"species"	7	7	0	NA	NA	NA	1	0	1	1	9298	0
32559	9298	NA	1	NA	"Pseudantechinus woolleyae"	"Woolley's pseudantechinus"	"species"	11	11	0	NA	NA	NA	1	0	1	1	9298	0
272619	9298	NA	1	NA	"Pseudantechinus roryi"	"Rory Cooper's false Antechinus"	"species"	38	38	0	NA	NA	NA	1	0	1	1	9298	0
479705	9298	NA	1	NA	"Parantechinus bilarni"	"Sandstone dibbler"	"species"	36	36	0	NA	NA	NA	1	0	1	1	9298	0
479706	9298	NA	1	NA	"Alexandria false Antechinus"	"Alexandria false Antechinus"	"species"	9	9	0	NA	NA	NA	1	0	1	1	9298	0
9298	9277	NA	1	NA	"Pseudantechinus"	NA	"genus"	0	140	0	NA	NA	NA	6	0	6	7	9298	0
9301	9300	NA	1	NA	"Sminthopsis crassicaudata"	"fat-tailed dunnart"	"species"	226	226	0	NA	NA	NA	1	0	1	1	9300	0
9302	9300	NA	1	NA	"Australian stripe-faced dunnart"	"Australian stripe-faced dunnart"	"species"	109	109	0	NA	NA	NA	1	0	1	1	9300	0
344269	32560	NA	1	NA	"Sminthopsis murina murina"	NA	"subspecies"	7	7	0	NA	NA	NA	0	0	1	1	9300	0
344270	32560	NA	1	NA	"Sminthopsis murina tatei"	NA	"subspecies"	3	3	0	NA	NA	NA	0	0	1	1	9300	0
32560	9300	NA	1	NA	"Sminthopsis murina"	"dunnart"	"species"	9	9	0	NA	NA	NA	1	0	2	3	9300	0
75753	9300	NA	1	NA	"Kangaroo Island dunnart"	"Kangaroo Island dunnart"	"species"	10	10	0	NA	NA	NA	1	0	1	1	9300	0
75754	9300	NA	1	NA	"Sminthopsis dolichura"	"little long-tailed dunnart"	"species"	21	21	0	NA	NA	NA	1	0	1	1	9300	0
75755	9300	NA	1	NA	"Gilbert's dunnart"	"Gilbert's dunnart"	"species"	12	12	0	NA	NA	NA	1	0	1	1	9300	0
75756	9300	NA	1	NA	"Sminthopsis griseoventer"	"gray-bellied dunnart"	"species"	19	19	0	NA	NA	NA	1	0	1	1	9300	0
90756	9300	NA	1	NA	"Sminthopsis archeri"	"chestnut dunnart"	"species"	9	9	0	NA	NA	NA	1	0	1	1	9300	0
90757	9300	NA	1	NA	"Sminthopsis bindi"	NA	"species"	7	7	0	NA	NA	NA	1	0	1	1	9300	0
90758	9300	NA	1	NA	"Julia Creek dunnart"	"Julia Creek dunnart"	"species"	42	42	0	NA	NA	NA	1	0	1	1	9300	0
90759	9300	NA	1	NA	"Sminthopsis granulipes"	"white-tailed dunnart"	"species"	8	8	0	NA	NA	NA	1	0	1	1	9300	0
90760	9300	NA	1	NA	"Sminthopsis hirtipes"	"hairy-footed dunnart"	"species"	8	8	0	NA	NA	NA	1	0	1	1	9300	0
90762	90761	NA	1	NA	"Sminthopsis leucopus ferruginifrons"	NA	"subspecies"	5	5	0	NA	NA	NA	0	0	1	1	9300	0
90763	90761	NA	1	NA	"Sminthopsis leucopus leucopus"	NA	"subspecies"	5	5	0	NA	NA	NA	0	0	1	1	9300	0
90761	9300	NA	1	NA	"Sminthopsis leucopus"	"white-footed dunnart"	"species"	8	8	0	NA	NA	NA	1	0	2	3	9300	0
90764	9300	NA	1	NA	"Sminthopsis longicaudata"	"long-tailed dunnart"	"species"	8	8	0	NA	NA	NA	1	0	1	1	9300	0
90765	9300	NA	1	NA	"Ooldea dunnart"	"Ooldea dunnart"	"species"	8	8	0	NA	NA	NA	1	0	1	1	9300	0
90766	9300	NA	1	NA	"Sminthopsis psammophila"	"sandhill dunnart"	"species"	25	25	0	NA	NA	NA	1	0	1	1	9300	0
90768	90767	NA	1	NA	"Sminthopsis virginiae rufigenis"	NA	"subspecies"	3	3	0	NA	NA	NA	0	0	1	1	9300	0
90769	90767	NA	1	NA	"Sminthopsis virginiae virginiae"	NA	"subspecies"	3	3	0	NA	NA	NA	0	0	1	1	9300	0
90771	90767	NA	1	NA	"Sminthopsis virginiae nitela"	NA	"subspecies"	4	4	0	NA	NA	NA	0	0	1	1	9300	0
90767	9300	NA	1	NA	"Sminthopsis virginiae"	"red-cheeked dunnart"	"species"	7	7	0	NA	NA	NA	1	0	3	4	9300	0
90770	9300	NA	1	NA	"Sminthopsis youngsoni"	"lesser hairy-footed dunnart"	"species"	8	8	0	NA	NA	NA	1	0	1	1	9300	0
90772	9300	NA	1	NA	"Carpentarian dunnart"	"Carpentarian dunnart"	"species"	9	9	0	NA	NA	NA	1	0	1	1	9300	0
154956	9300	NA	1	NA	"Sminthopsis froggatti"	NA	"species"	4	4	0	NA	NA	NA	1	0	1	1	9300	0
154957	9300	NA	1	NA	"Sminthopsis stalkeri"	NA	"species"	6	6	0	NA	NA	NA	1	0	1	1	9300	0
232337	9300	NA	1	NA	"Sminthopsis sp. HHAM-2003"	NA	"species"	2	2	0	NA	NA	NA	1	0	1	1	9300	0
9300	9277	NA	1	NA	"Sminthopsis"	NA	"genus"	0	565	0	NA	NA	NA	22	0	26	30	9300	0
9305	9304	NA	1	NA	"Sarcophilus harrisii"	"Tasmanian devil"	"species"	93440	0	93440	NA	NA	NA	1	1	1	1	9304	0
9304	9277	NA	1	NA	"Sarcophilus"	NA	"genus"	0	0	93440	NA	NA	NA	1	1	1	2	9304	0
32542	32541	NA	1	NA	"Crest-tailed Mulgara"	"Crest-tailed Mulgara"	"species"	47	47	0	NA	NA	NA	1	0	1	1	32541	0
1981332	32541	NA	1	NA	"Brush-tailed Mulgara"	"Brush-tailed Mulgara"	"species"	12	12	0	NA	NA	NA	1	0	1	1	32541	0
32541	9277	NA	1	NA	"Dasycercus"	NA	"genus"	0	59	0	NA	NA	NA	2	0	2	3	32541	0
32544	32543	NA	1	NA	"Dasycercus byrnei"	"kowari"	"species"	39	39	0	NA	NA	NA	1	0	1	1	32543	0
32543	9277	NA	1	NA	"Dasyuroides"	NA	"genus"	0	39	0	NA	NA	NA	1	0	1	2	32543	0
32549	32548	NA	1	NA	"Myoictis melas"	"three-striped dasyure"	"species"	15	15	0	NA	NA	NA	1	0	1	1	32548	0
63144	32548	NA	1	NA	"Myoictis melas wallacei"	NA	"species"	9	9	0	NA	NA	NA	1	0	1	1	32548	0
290591	32548	NA	1	NA	"Myoictis melas wavicus"	NA	"species"	12	12	0	NA	NA	NA	1	0	1	1	32548	0
290592	32548	NA	1	NA	"Myoictis leucura"	NA	"species"	34	34	0	NA	NA	NA	1	0	1	1	32548	0
32548	9277	NA	1	NA	"Myoictis"	NA	"genus"	0	70	0	NA	NA	NA	4	0	4	5	32548	0
32551	32550	NA	1	NA	"Neophascogale lorentzi"	"long-clawed marsupial mouse"	"species"	12	12	0	NA	NA	NA	1	0	1	1	32550	0
32550	9277	NA	1	NA	"Neophascogale"	NA	"genus"	0	12	0	NA	NA	NA	1	0	1	2	32550	0
32553	32552	NA	1	NA	"Ningaui ridei"	"Wongai ningaui"	"species"	9	9	0	NA	NA	NA	1	0	1	1	32552	0
